,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령
9285,2019년 1월 30일 16시,수요일,서울특별시 강남구 세곡동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,자전거,남,12세
9286,2019년 1월 31일 08시,목요일,서울특별시 중랑구 묵동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,31세,상해없음,보행자,여,9세
9287,2019년 1월 31일 14시,목요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,화물,남,50세,상해없음,보행자,남,10세
9288,2019년 1월 31일 17시,목요일,서울특별시 구로구 궁동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,남,39세
9289,2019년 1월 31일 18시,목요일,서울특별시 금천구 시흥동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,5세,중상,화물,남,59세
9290,2019년 1월 31일 19시,목요일,서울특별시 성동구 응봉동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,보행자,남,10세
9291,2019년 2월 1일 08시,금요일,서울특별시 은평구 녹번동,중상사고,0,1,0,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,60세,상해없음,보행자,여,11세
9292,2019년 2월 1일 08시,금요일,서울특별시 마포구 성산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,10세
9293,2019년 2월 1일 14시,금요일,서울특별시 중구 묵정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,9세,경상,승용,여,34세
9294,2019년 2월 1일 16시,금요일,서울특별시 노원구 중계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,8세
9295,2019년 2월 1일 17시,금요일,서울특별시 송파구 문정동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,11세
9297,2019년 2월 1일 19시,금요일,서울특별시 동작구 상도동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,여,45세
9299,2019년 2월 2일 14시,토요일,서울특별시 노원구 중계동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 고가도로위,기타불명,기타불명,미분류,기타불명,보행자,남,12세
9300,2019년 2월 2일 16시,토요일,서울특별시 도봉구 도봉동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,5세
9301,2019년 2월 2일 18시,토요일,서울특별시 중랑구 상봉동,경상사고,0,0,5,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,80세
9302,2019년 2월 3일 11시,일요일,서울특별시 양천구 신월동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,46세,상해없음,승용,여,35세
9303,2019년 2월 3일 15시,일요일,서울특별시 용산구 청파동2가,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승용,남,44세,경상,화물,남,29세
9304,2019년 2월 3일 16시,일요일,서울특별시 구로구 신도림동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,주차장 - 주차장,화물,남,50세,상해없음,보행자,남,46세
9305,2019년 2월 3일 21시,일요일,서울특별시 강동구 암사동,경상사고,0,0,9,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,54세
9306,2019년 2월 3일 23시,일요일,서울특별시 강남구 수서동,경상사고,0,0,10,0,차대차 - 추돌,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승용,남,54세,상해없음,승용,남,48세
9307,2019년 2월 4일 16시,월요일,서울특별시 양천구 신정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,남,43세
9308,2019년 2월 5일 07시,화요일,서울특별시 동작구 상도1동,경상사고,0,0,2,2,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,32세
9309,2019년 2월 5일 13시,화요일,서울특별시 강서구 가양동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,남,35세
9310,2019년 2월 6일 15시,수요일,서울특별시 양천구 신정동,중상사고,0,1,3,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,중상,화물,남,43세
9311,2019년 2월 7일 16시,목요일,서울특별시 송파구 거여동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,7세
9312,2019년 2월 7일 18시,목요일,서울특별시 은평구 역촌동,경상사고,0,0,3,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,12세,경상,승용,남,28세
9313,2019년 2월 8일 14시,금요일,서울특별시 강동구 고덕동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,여,34세
9315,2019년 2월 8일 17시,금요일,서울특별시 강북구 미아동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,65세,상해없음,자전거,남,11세
9316,2019년 2월 8일 21시,금요일,서울특별시 동대문구 답십리동,중상사고,0,1,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,승용,남,37세
9317,2019년 2월 9일 10시,토요일,서울특별시 송파구 삼전동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,승용,남,39세
9318,2019년 2월 9일 13시,토요일,서울특별시 서초구 반포동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승합,남,48세
9319,2019년 2월 9일 19시,토요일,서울특별시 강남구 도곡동,경상사고,0,0,1,3,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,부상신고,승용,여,47세
9320,2019년 2월 10일 09시,일요일,서울특별시 은평구 녹번동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,남,7세
9321,2019년 2월 10일 11시,일요일,서울특별시 송파구 가락동,중상사고,0,1,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,47세,중상,승용,남,49세
9322,2019년 2월 10일 13시,일요일,서울특별시 성동구 성수동1가,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,37세
9323,2019년 2월 10일 17시,일요일,서울특별시 강동구 천호동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,승용,남,43세
9325,2019년 2월 13일 13시,수요일,서울특별시 강북구 미아동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,보행자,여,12세
9326,2019년 2월 13일 15시,수요일,서울특별시 중구 봉래동2가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,36세
9327,2019년 2월 13일 15시,수요일,서울특별시 노원구 중계동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,57세,상해없음,보행자,남,4세
9329,2019년 2월 13일 17시,수요일,서울특별시 양천구 신정동,경상사고,0,0,1,2,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,60세,상해없음,승용,여,39세
9330,2019년 2월 14일 16시,목요일,서울특별시 동작구 대방동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,보행자,여,3세
9331,2019년 2월 15일 09시,금요일,서울특별시 마포구 성산동,경상사고,0,0,2,0,차대차 - 기타,차로위반,포장 - 적설,눈,단일로 - 기타,화물,남,66세,상해없음,승용,여,34세
9332,2019년 2월 15일 11시,금요일,서울특별시 서초구 잠원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,흐림,교차로 - 교차로부근,화물,남,35세,상해없음,보행자,여,10세
9333,2019년 2월 15일 15시,금요일,서울특별시 도봉구 쌍문동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,눈,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,보행자,남,8세
9334,2019년 2월 16일 13시,토요일,서울특별시 은평구 대조동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,승용,남,33세
9335,2019년 2월 16일 16시,토요일,서울특별시 강서구 공항동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,승용,남,40세
9336,2019년 2월 17일 14시,일요일,서울특별시 구로구 구로동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,37세
9337,2019년 2월 18일 09시,월요일,서울특별시 송파구 풍납동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,남,3세
9338,2019년 2월 18일 18시,월요일,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,58세,상해없음,보행자,여,10세
9339,2019년 2월 18일 19시,월요일,서울특별시 중랑구 묵동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,58세,상해없음,보행자,여,7세
9340,2019년 2월 19일 17시,화요일,서울특별시 노원구 중계동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,맑음,교차로 - 교차로안,승용,남,67세,상해없음,보행자,남,8세
9341,2019년 2월 20일 10시,수요일,서울특별시 양천구 신정동,경상사고,0,0,3,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,58세,부상신고,승용,남,29세
9342,2019년 2월 21일 12시,목요일,서울특별시 송파구 풍납동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,기타불명,남,59세,상해없음,승용,여,40세
9343,2019년 2월 22일 08시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,62세,상해없음,보행자,여,38세
9344,2019년 2월 22일 10시,금요일,서울특별시 성동구 성수동2가,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,여,39세
9345,2019년 2월 22일 12시,금요일,서울특별시 성북구 정릉동,경상사고,0,0,9,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,남,33세
9346,2019년 2월 22일 13시,금요일,서울특별시 도봉구 창동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,여,7세
9347,2019년 2월 22일 16시,금요일,서울특별시 중구 다동,경상사고,0,0,5,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,상해없음,승용,여,33세
9348,2019년 2월 22일 16시,금요일,서울특별시 동작구 대방동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,8세,부상신고,승용,여,60세
9349,2019년 2월 22일 17시,금요일,서울특별시 양천구 신월동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,승용,여,49세,상해없음,승용,여,37세
9350,2019년 2월 23일 10시,토요일,서울특별시 서초구 방배동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,39세,기타불명,승용,남,62세
9351,2019년 2월 23일 11시,토요일,서울특별시 서대문구 북가좌동,경상사고,0,0,2,2,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,이륜,남,27세
9352,2019년 2월 23일 12시,토요일,서울특별시 동대문구 휘경동,경상사고,0,0,5,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,39세
9353,2019년 2월 23일 13시,토요일,서울특별시 강남구 대치동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,44세
9354,2019년 2월 23일 16시,토요일,서울특별시 동대문구 이문동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,12세,경상,승용,여,37세
9355,2019년 2월 23일 16시,토요일,서울특별시 성동구 성수동1가,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,38세,상해없음,승용,남,39세
9356,2019년 2월 23일 19시,토요일,서울특별시 종로구 혜화동,부상신고사고,0,0,0,2,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,기타불명,승합,남,43세
9357,2019년 2월 24일 15시,일요일,서울특별시 강동구 길동,경상사고,0,0,3,3,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,59세
9358,2019년 2월 24일 18시,일요일,서울특별시 용산구 갈월동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,이륜,남,39세,상해없음,보행자,여,6세
9359,2019년 2월 25일 09시,월요일,서울특별시 마포구 도화동,경상사고,0,0,4,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,흐림,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,44세
9360,2019년 2월 25일 12시,월요일,서울특별시 동대문구 장안동,중상사고,0,2,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,57세,중상,보행자,남,12세
9361,2019년 2월 26일 12시,화요일,서울특별시 마포구 상암동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 교량,화물,남,27세,상해없음,보행자,남,10세
9362,2019년 2월 26일 17시,화요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,40세,상해없음,보행자,남,9세
9363,2019년 2월 27일 15시,수요일,서울특별시 송파구 장지동,사망사고,1,0,2,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,이륜,남,36세,사망,승용,여,47세
9364,2019년 2월 27일 18시,수요일,서울특별시 송파구 신천동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,승합,남,37세
9365,2019년 2월 27일 18시,수요일,서울특별시 은평구 대조동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,60세,상해없음,보행자,여,5세
9366,2019년 2월 28일 17시,목요일,서울특별시 강북구 번동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,교차로 - 교차로횡단보도내,승용,남,55세,상해없음,보행자,여,9세
9367,2019년 3월 1일 12시,금요일,서울특별시 용산구 보광동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,이륜,남,45세,상해없음,승용,여,43세
9368,2019년 3월 2일 13시,토요일,서울특별시 도봉구 창동,중상사고,0,2,1,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,이륜,남,59세
9369,2019년 3월 2일 14시,토요일,서울특별시 관악구 남현동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,38세
9370,2019년 3월 2일 14시,토요일,서울특별시 송파구 송파동,중상사고,0,2,0,0,차대차 - 추돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,49세
9371,2019년 3월 2일 14시,토요일,서울특별시 서초구 반포동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,승용,남,47세
9372,2019년 3월 3일 22시,일요일,서울특별시 용산구 원효로2가,중상사고,0,1,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,74세,상해없음,승용,남,55세
9373,2019년 3월 4일 12시,월요일,서울특별시 강남구 대치동,중상사고,0,1,1,0,차대차 - 기타,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,승용,여,41세
9374,2019년 3월 4일 18시,월요일,서울특별시 동작구 흑석동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,16세,상해없음,보행자,남,12세
9375,2019년 3월 5일 15시,화요일,서울특별시 영등포구 문래동3가,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,73세,상해없음,보행자,여,11세
9376,2019년 3월 5일 15시,화요일,서울특별시 성북구 장위동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,9세
9377,2019년 3월 5일 22시,화요일,서울특별시 송파구 풍납동,경상사고,0,0,6,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,경상,승용,남,39세
9378,2019년 3월 6일 19시,수요일,서울특별시 강동구 천호동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,43세,상해없음,보행자,여,12세
9381,2019년 3월 7일 17시,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,66세,상해없음,보행자,남,8세
9382,2019년 3월 7일 19시,목요일,서울특별시 구로구 고척동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,남,8세
9383,2019년 3월 7일 22시,목요일,서울특별시 구로구 구로동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,32세,상해없음,화물,남,37세
9384,2019년 3월 8일 08시,금요일,서울특별시 구로구 신도림동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,43세
9385,2019년 3월 8일 11시,금요일,서울특별시 중구 봉래동1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,33세,상해없음,승용,여,35세
9386,2019년 3월 8일 14시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,3,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,여,39세
9388,2019년 3월 8일 19시,금요일,서울특별시 서초구 서초동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,34세
9389,2019년 3월 8일 20시,금요일,서울특별시 강북구 미아동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,19세,상해없음,보행자,남,10세
9390,2019년 3월 9일 15시,토요일,서울특별시 동작구 본동,중상사고,0,1,5,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,여,51세
9391,2019년 3월 9일 15시,토요일,서울특별시 송파구 방이동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,14세,경상,보행자,여,5세
9392,2019년 3월 10일 18시,일요일,서울특별시 강북구 수유동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,9세
9393,2019년 3월 10일 19시,일요일,서울특별시 강서구 외발산동,경상사고,0,0,2,0,차대차 - 측면충돌,기타,포장 - 건조,흐림,교차로 - 교차로안,승용,여,35세,상해없음,승용,여,36세
9394,2019년 3월 11일 18시,월요일,서울특별시 서대문구 홍은동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,63세,상해없음,보행자,남,7세
9395,2019년 3월 12일 16시,화요일,서울특별시 동작구 상도동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,19세,상해없음,보행자,여,8세
9396,2019년 3월 12일 19시,화요일,서울특별시 은평구 녹번동,중상사고,0,2,2,3,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,75세,부상신고,승용,여,57세
9397,2019년 3월 13일 08시,수요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,60세,기타불명,보행자,여,11세
9398,2019년 3월 13일 12시,수요일,서울특별시 영등포구 영등포동2가,경상사고,0,0,5,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,32세,상해없음,승용,남,61세
9399,2019년 3월 13일 14시,수요일,서울특별시 성북구 돈암동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,64세,상해없음,승용,남,39세
9400,2019년 3월 13일 17시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,7세
9401,2019년 3월 13일 17시,수요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,8세,경상,승용,남,60세
9402,2019년 3월 13일 18시,수요일,서울특별시 노원구 공릉동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,이륜,남,30세,상해없음,보행자,남,11세
9403,2019년 3월 14일 09시,목요일,서울특별시 강동구 암사동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,여,7세
9404,2019년 3월 14일 17시,목요일,서울특별시 중구 신당동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,기타불명,기타불명,미분류,기타불명,보행자,여,11세
9405,2019년 3월 14일 17시,목요일,서울특별시 구로구 궁동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승합,남,73세,상해없음,보행자,여,2세
9406,2019년 3월 14일 19시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,24세,상해없음,보행자,남,6세
9407,2019년 3월 15일 16시,금요일,서울특별시 성북구 안암동1가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,교차로 - 교차로부근,승합,남,39세,상해없음,보행자,여,8세
9408,2019년 3월 15일 16시,금요일,서울특별시 노원구 공릉동,중상사고,0,1,5,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,34세,상해없음,승용,남,52세
9409,2019년 3월 16일 10시,토요일,서울특별시 양천구 목동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,여,40세
9410,2019년 3월 16일 12시,토요일,서울특별시 동작구 상도동,경상사고,0,0,1,2,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,37세,부상신고,승용,여,37세
9411,2019년 3월 16일 15시,토요일,서울특별시 성북구 동선동4가,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,승용,남,34세
9412,2019년 3월 16일 16시,토요일,서울특별시 강동구 고덕동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,45세
9413,2019년 3월 17일 10시,일요일,서울특별시 영등포구 영등포동7가,중상사고,0,1,0,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,51세,기타불명,승용,남,41세
9414,2019년 3월 17일 12시,일요일,서울특별시 마포구 서교동,중상사고,0,2,5,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,45세,상해없음,승용,남,31세
9415,2019년 3월 17일 16시,일요일,서울특별시 강동구 길동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,남,6세
9416,2019년 3월 17일 16시,일요일,서울특별시 구로구 구로동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,보행자,여,9세
9417,2019년 3월 17일 17시,일요일,서울특별시 영등포구 양평동3가,경상사고,0,0,4,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,남,37세
